TF_Name,HomerID,TF_ID,Family_ID,TSource_ID,Motif_ID,MSource_ID,DBID,TF_Species,TF_Status,Family_Name,DBDs,DBD_Count,Cutoff,DBID.1,Motif_Type,MSource_Identifier,MSource_Type,MSource_Author,MSource_Year,PMID,MSource_Version,SR_Model,SR_NoThreshold,TfSource_Name,TfSource_URL,TfSource_Year,TfSource_Month,TfSource_Day,Motif,width,IC,max_score,NCcutoffScore,ICperNT
BHLHA15,BHLHA15(bHLH)/NIH3T3-BHLHB8.HA-ChIP-Seq(GSE119782)/Homer,T034328_2.00,F082_2.00,TS12_2.00,M04195_2.00,MS62_2.00,ENSG00000180535,Homo_sapiens,D,bHLH,HLH,1,0.837833808,BHLHA15_eDBD_HT-SELEX_1,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04195_2.00,10,6.541,9.605,4.436,0.65
MITF,MITF(bHLH)/MastCells-MITF-ChIP-Seq(GSE48085)/Homer,T034335_2.00,F082_2.00,TS12_2.00,M08058_2.00,MS31_2.00,ENSG00000187098,Homo_sapiens,D,bHLH,HLH,1,0.837833808,MA0620.2,ChIP-seq,JASPAR,JASPAR,Mathelier,2014,24194598,14-Aug,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08058_2.00,18,9.744,14.636,7.514,0.54
TCF4,TCF4(bHLH)/SHSY5Y-TCF4-ChIP-Seq(GSE96915)/Homer,T034340_2.00,F082_2.00,TS12_2.00,M02728_2.00,MS32_2.00,ENSG00000196628,Homo_sapiens,D,bHLH,HLH,1,0.837833808,TCF4_dimer,SELEX,Jolma2010,SELEX,Jolma,2010,20378718,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02728_2.00,7,7.403,8.683,5.367,1.06
Myf5,Myf5(bHLH)/GM-Myf5-ChIP-Seq(GSE24852)/Homer,T035655_2.00,F082_2.00,TS12_2.00,M09463_2.00,MS28_2.00,ENSMUSG00000000435,Mus_musculus,D,bHLH,HLH,1,0.837833808,GM-Myf5_GSE24852,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09463_2.00,10,8.48,11.096,6.473,0.85
Tfap4,Ap4(bHLH)/AML-Tfap4-ChIP-Seq(GSE45738)/Homer,T035660_2.00,F082_2.00,TS12_2.00,M01717_2.00,MS64_2.00,ENSMUSG00000005718,Mus_musculus,D,bHLH,HLH,1,0.837833808,pTH5067,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01717_2.00,9,4.337,7.655,2.338,0.48
TWIST2,Twist2(bHLH)/Myoblast-Twist2.Ty1-ChIP-Seq(GSE127998)/Homer,T035663_2.00,F082_2.00,TS12_2.00,M01718_2.00,MS64_2.00,ENSMUSG00000007805,Mus_musculus,D,bHLH,HLH,1,0.837833808,pTH5033,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01718_2.00,10,7.961,10.274,6.268,0.8
Ascl2,Ascl2(bHLH)/ESC-Ascl2-ChIP-Seq(GSE97712)/Homer,T035664_2.00,F082_2.00,TS12_2.00,M02814_2.00,MS33_2.00,ENSMUSG00000009248,Mus_musculus,D,bHLH,HLH,1,0.837833808,Ascl2_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02814_2.00,10,8.661,11.406,6.7,0.87
Myod1,MyoD(bHLH)/Myotube-MyoD-ChIP-Seq(GSE21614)/Homer,T035665_2.00,F082_2.00,TS12_2.00,M08745_2.00,MS27_2.00,ENSMUSG00000009471,Mus_musculus,D,bHLH,HLH,1,0.837833808,MYOD1_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08745_2.00,15,9.209,13.549,7.341,0.61
Arnt,Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)/Homer,T035666_2.00,F082_2.00,TS12_2.00,M08746_2.00,MS27_2.00,ENSMUSG00000015522,Mus_musculus,D,bHLH,HLH,1,0.837833808,ARNT_MOUSE.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08746_2.00,8,6.712,8.281,5.203,0.84
Ahr,Arnt:Ahr(bHLH)/MCF7-Arnt-ChIP-Seq(Lo_et_al.)/Homer,T035669_2.00,F082_2.00,TS12_2.00,M08747_2.00,MS27_2.00,ENSMUSG00000019256,Mus_musculus,D,bHLH,HLH,1,0.837833808,AHR_MOUSE.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08747_2.00,9,6.742,9.168,4.455,0.75
Ascl1,Ascl1(bHLH)/NeuralTubes-Ascl1-ChIP-Seq(GSE55840)/Homer,T035672_2.00,F082_2.00,TS12_2.00,M09464_2.00,MS28_2.00,ENSMUSG00000020052,Mus_musculus,D,bHLH,HLH,1,0.837833808,NeuralTubes-Ascl1_GSE55840,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09464_2.00,12,4.444,7.88,2.367,0.37
Tcf3,Tcf3(HMG)/mES-Tcf3-ChIP-Seq(GSE11724)/Homer,T035673_2.00,F082_2.00,TS12_2.00,M00118_2.00,MS02_2.00,ENSMUSG00000020167,Mus_musculus,D,bHLH,HLH,1,0.837833808,Tcfe2a_3865,PBM,Badis09,PBM,Badis,2009,19443739,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00118_2.00,8,6.313,8.024,4.082,0.79
Srebf1,Srebp1a(bHLH)/HepG2-Srebp1a-ChIP-Seq(GSE31477)/Homer,T035674_2.00,F082_2.00,TS12_2.00,M08749_2.00,MS27_2.00,ENSMUSG00000020538,Mus_musculus,D,bHLH,HLH,1,0.837833808,SRBP1_MOUSE.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08749_2.00,11,5.859,10.428,3.705,0.53
Myc,c-Myc(bHLH)/LNCAP-cMyc-ChIP-Seq(Unpublished)/Homer,T035680_2.00,F082_2.00,TS12_2.00,M08751_2.00,MS27_2.00,ENSMUSG00000022346,Mus_musculus,D,bHLH,HLH,1,0.837833808,MYC_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08751_2.00,12,7.062,11.838,4.888,0.59
Myc,c-Myc(bHLH)/mES-cMyc-ChIP-Seq(GSE11431)/Homer,T035680_2.00,F082_2.00,TS12_2.00,M08751_2.00,MS27_2.00,ENSMUSG00000022346,Mus_musculus,D,bHLH,HLH,1,0.837833808,MYC_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08751_2.00,12,7.062,11.838,4.888,0.59
Srebf2,Srebp2(bHLH)/HepG2-Srebp2-ChIP-Seq(GSE31477)/Homer,T035681_2.00,F082_2.00,TS12_2.00,M01725_2.00,MS64_2.00,ENSMUSG00000022463,Mus_musculus,D,bHLH,HLH,1,0.837833808,pTH4327,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01725_2.00,8,7.874,9.647,6.43,0.98
Myog,MyoG(bHLH)/C2C12-MyoG-ChIP-Seq(GSE36024)/Homer,T035689_2.00,F082_2.00,TS12_2.00,M08061_2.00,MS31_2.00,ENSMUSG00000026459,Mus_musculus,D,bHLH,HLH,1,0.837833808,MA0500.1,ChIP-seq,JASPAR,JASPAR,Mathelier,2014,24194598,14-Aug,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08061_2.00,11,8.757,10.667,7.125,0.8
Ptf1a,Ptf1a(bHLH)/Panc1-Ptf1a-ChIP-Seq(GSE47459)/Homer,T035691_2.00,F082_2.00,TS12_2.00,M08757_2.00,MS27_2.00,ENSMUSG00000026735,Mus_musculus,D,bHLH,HLH,1,0.837833808,PTF1A_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08757_2.00,18,8.124,14.255,5.786,0.45
Neurog2,NeuroG2(bHLH)/Fibroblast-NeuroG2-ChIP-Seq(GSE75910)/Homer,T035693_2.00,F082_2.00,TS12_2.00,M08758_2.00,MS27_2.00,ENSMUSG00000027967,Mus_musculus,D,bHLH,HLH,1,0.837833808,NGN2_MOUSE.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08758_2.00,12,8.583,11.891,6.558,0.72
Bhlhe41,bHLHE41(bHLH)/proB-Bhlhe41-ChIP-Seq(GSE93764)/Homer,T035703_2.00,F082_2.00,TS12_2.00,M01739_2.00,MS64_2.00,ENSMUSG00000030256,Mus_musculus,D,bHLH,HLH,1,0.837833808,pTH5060,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01739_2.00,9,4.878,7.726,2.783,0.54
Tcf12,Tcf12(bHLH)/GM12878-Tcf12-ChIP-Seq(GSE32465)/Homer,T035706_2.00,F082_2.00,TS12_2.00,M08062_2.00,MS31_2.00,ENSMUSG00000032228,Mus_musculus,D,bHLH,HLH,1,0.837833808,MA0521.1,ChIP-seq,JASPAR,JASPAR,Mathelier,2014,24194598,14-Aug,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08062_2.00,11,8.817,10.875,7.137,0.8
Neurod1,NeuroD1(bHLH)/Islet-NeuroD1-ChIP-Seq(GSE30298)/Homer,T035710_2.00,F082_2.00,TS12_2.00,M09474_2.00,MS28_2.00,ENSMUSG00000034701,Mus_musculus,D,bHLH,HLH,1,0.837833808,Islet-NeuroD1_GSE30298,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09474_2.00,10,8.531,11.227,6.434,0.85
Mycn,n-Myc(bHLH)/mES-nMyc-ChIP-Seq(GSE11431)/Homer,T035716_2.00,F082_2.00,TS12_2.00,M09476_2.00,MS28_2.00,ENSMUSG00000037169,Mus_musculus,D,bHLH,HLH,1,0.837833808,mES-nMyc_GSE11431,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09476_2.00,10,8.137,10.527,6.135,0.81
Olig2,Olig2(bHLH)/Neuron-Olig2-ChIP-Seq(GSE30882)/Homer,T035725_2.00,F082_2.00,TS12_2.00,M09477_2.00,MS28_2.00,ENSMUSG00000039830,Mus_musculus,D,bHLH,HLH,1,0.837833808,Neuron-Olig2_GSE30882,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09477_2.00,10,5.877,9.258,3.849,0.59
Tcf21,Tcf21(bHLH)/ArterySmoothMuscle-Tcf21-ChIP-Seq(GSE61369)/Homer,T035733_2.00,F082_2.00,TS12_2.00,M02819_2.00,MS33_2.00,ENSMUSG00000045680,Mus_musculus,D,bHLH,HLH,1,0.837833808,Tcf21_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02819_2.00,14,12.143,15.28,10.177,0.87
Usf2,Usf2(bHLH)/C2C12-Usf2-ChIP-Seq(GSE36030)/Homer,T035747_2.00,F082_2.00,TS12_2.00,M08777_2.00,MS27_2.00,ENSMUSG00000058239,Mus_musculus,D,bHLH,HLH,1,0.837833808,USF2_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08777_2.00,19,10.486,15.972,8.333,0.55
Max,Max(bHLH)/K562-Max-ChIP-Seq(GSE31477)/Homer,T035748_2.00,F082_2.00,TS12_2.00,M08778_2.00,MS27_2.00,ENSMUSG00000059436,Mus_musculus,D,bHLH,HLH,1,0.837833808,MAX_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08778_2.00,11,7.271,10.912,5.11,0.66
Atoh1,Atoh1(bHLH)/Cerebellum-Atoh1-ChIP-Seq(GSE22111)/Homer,T035754_2.00,F082_2.00,TS12_2.00,M09480_2.00,MS28_2.00,ENSMUSG00000073043,Mus_musculus,D,bHLH,HLH,1,0.837833808,Cerebellum-Atoh1_GSE22111,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09480_2.00,12,8.328,10.282,6.417,0.69
FOSL2,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059721_2.00,F091_2.00,TS12_2.00,M05834_2.00,MS30_2.00,ENSG00000075426,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOSL2_secondary,SMiLE-seq,Isakova2017,SMiLE-seq,Isakova,2017,28092692,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M05834_2.00,10,6.908,11.163,4.664,0.69
FOSL2,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059721_2.00,F091_2.00,TS12_2.00,M05834_2.00,MS30_2.00,ENSG00000075426,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOSL2_secondary,SMiLE-seq,Isakova2017,SMiLE-seq,Isakova,2017,28092692,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M05834_2.00,10,6.908,11.163,4.664,0.69
HLF,HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer,T059728_2.00,F091_2.00,TS12_2.00,M04246_2.00,MS62_2.00,ENSG00000108924,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,HLF_FL_Methyl-HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04246_2.00,12,6.846,11.011,4.68,0.57
NFE2L2,NFE2L2(bZIP)/HepG2-NFE2L2-ChIP-Seq(Encode)/Homer,T059732_2.00,F091_2.00,TS12_2.00,M08789_2.00,MS27_2.00,ENSG00000116044,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,NF2L2_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08789_2.00,14,11.707,15.703,9.551,0.84
NFE2,NF-E2(bZIP)/K562-NFE2-ChIP-Seq(GSE31477)/Homer,T059736_2.00,F091_2.00,TS12_2.00,M04266_2.00,MS62_2.00,ENSG00000123405,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,NFE2_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04266_2.00,11,10.149,11.699,8.147,0.92
FOSB,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059738_2.00,F091_2.00,TS12_2.00,M04272_2.00,MS62_2.00,ENSG00000125740,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOSB_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04272_2.00,12,10.365,13.831,8.333,0.86
FOSB,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059738_2.00,F091_2.00,TS12_2.00,M04272_2.00,MS62_2.00,ENSG00000125740,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOSB_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04272_2.00,12,10.365,13.831,8.333,0.86
JUND,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059741_2.00,F091_2.00,TS12_2.00,M04281_2.00,MS62_2.00,ENSG00000130522,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,JUND_eDBD_HT-SELEX_1,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04281_2.00,11,6.526,10.652,4.321,0.59
JUND,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059741_2.00,F091_2.00,TS12_2.00,M04281_2.00,MS62_2.00,ENSG00000130522,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,JUND_eDBD_HT-SELEX_1,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04281_2.00,11,6.526,10.652,4.321,0.59
CREB5,CREB5(bZIP)/LNCaP-CREB5.V5-ChIP-Seq(GSE137775)/Homer,T059745_2.00,F091_2.00,TS12_2.00,M04301_2.00,MS62_2.00,ENSG00000146592,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,CREB5_FL_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04301_2.00,12,9.643,12.082,7.776,0.8
BATF,BATF(bZIP)/Th17-BATF-ChIP-Seq(GSE39756)/Homer,T059747_2.00,F091_2.00,TS12_2.00,M04307_2.00,MS62_2.00,ENSG00000156127,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,BATF_FL_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04307_2.00,10,4.732,8.747,2.713,0.47
BATF,IRF:BATF(IRF:bZIP)/pDC-Irf8-ChIP-Seq(GSE66899)/Homer,T059747_2.00,F091_2.00,TS12_2.00,M04307_2.00,MS62_2.00,ENSG00000156127,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,BATF_FL_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04307_2.00,10,4.732,8.747,2.713,0.47
NFIL3,NFIL3(bZIP)/HepG2-NFIL3-ChIP-Seq(Encode)/Homer,T059751_2.00,F091_2.00,TS12_2.00,M04034_2.00,MS50_2.00,ENSG00000165030,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,NFIL3.1,SELEX,RodriguezMartinez2017,SELEX,Rodriguez-Martinez,2017,28186491,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04034_2.00,10,6.539,10.383,4.334,0.65
FOS,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059755_2.00,F091_2.00,TS12_2.00,M04327_2.00,MS62_2.00,ENSG00000170345,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOS_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04327_2.00,12,10.624,14.342,8.459,0.89
FOS,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059755_2.00,F091_2.00,TS12_2.00,M04327_2.00,MS62_2.00,ENSG00000170345,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOS_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04327_2.00,12,10.624,14.342,8.459,0.89
JUNB,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059756_2.00,F091_2.00,TS12_2.00,M04329_2.00,MS62_2.00,ENSG00000171223,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,JUNB_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04329_2.00,12,12.086,14.692,10.005,1.01
JUNB,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059756_2.00,F091_2.00,TS12_2.00,M04329_2.00,MS62_2.00,ENSG00000171223,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,JUNB_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04329_2.00,12,12.086,14.692,10.005,1.01
FOSL1,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059759_2.00,F091_2.00,TS12_2.00,M04035_2.00,MS50_2.00,ENSG00000175592,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOSL1.1,SELEX,RodriguezMartinez2017,SELEX,Rodriguez-Martinez,2017,28186491,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04035_2.00,10,10.515,12.736,8.425,1.05
FOSL1,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059759_2.00,F091_2.00,TS12_2.00,M04035_2.00,MS50_2.00,ENSG00000175592,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,FOSL1.1,SELEX,RodriguezMartinez2017,SELEX,Rodriguez-Martinez,2017,28186491,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04035_2.00,10,10.515,12.736,8.425,1.05
JUN,"NFAT:AP1(RHD,bZIP)/Jurkat-NFATC1-ChIP-Seq(Jolma_et_al.)/Homer",T059760_2.00,F091_2.00,TS12_2.00,M04037_2.00,MS50_2.00,ENSG00000177606,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,JUN.1,SELEX,RodriguezMartinez2017,SELEX,Rodriguez-Martinez,2017,28186491,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04037_2.00,9,7.281,9.982,5.261,0.81
JUN,AP-1(bZIP)/ThioMac-PU.1-ChIP-Seq(GSE21512)/Homer,T059760_2.00,F091_2.00,TS12_2.00,M04037_2.00,MS50_2.00,ENSG00000177606,Homo_sapiens,D,bZIP,bZIP_1,1,0.781756187,JUN.1,SELEX,RodriguezMartinez2017,SELEX,Rodriguez-Martinez,2017,28186491,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04037_2.00,9,7.281,9.982,5.261,0.81
Nfe2l2,Nrf2(bZIP)/Lymphoblast-Nrf2-ChIP-Seq(GSE37589)/Homer,T060456_2.00,F091_2.00,TS12_2.00,M08816_2.00,MS27_2.00,ENSMUSG00000015839,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,NF2L2_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08816_2.00,14,7.291,13.223,4.944,0.52
Mafk,MafK(bZIP)/C2C12-MafK-ChIP-Seq(GSE36030)/Homer,T060457_2.00,F091_2.00,TS12_2.00,M09491_2.00,MS28_2.00,ENSMUSG00000018143,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,C2C12-MafK_GSE36030,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09491_2.00,12,8.106,13.249,5.827,0.68
Xbp1,X-box(HTH)/NPC-H3K4me1-ChIP-Seq(GSE16256)/Homer,T060458_2.00,F091_2.00,TS12_2.00,M08818_2.00,MS27_2.00,ENSMUSG00000020484,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,XBP1_MOUSE.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08818_2.00,12,10.15,12.696,8.302,0.85
Fos,Fos(bZIP)/TSC-Fos-ChIP-Seq(GSE110950)/Homer,T060459_2.00,F091_2.00,TS12_2.00,M08819_2.00,MS27_2.00,ENSMUSG00000021250,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,FOS_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08819_2.00,12,9.998,12.42,7.609,0.83
Atf1,Atf1(bZIP)/K562-ATF1-ChIP-Seq(GSE31477)/Homer,T060461_2.00,F091_2.00,TS12_2.00,M01804_2.00,MS64_2.00,ENSMUSG00000023027,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,pTH5005,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01804_2.00,8,7.035,9.133,5.361,0.88
Fosl1,Fra1(bZIP)/BT549-Fra1-ChIP-Seq(GSE46166)/Homer,T060462_2.00,F091_2.00,TS12_2.00,M08821_2.00,MS27_2.00,ENSMUSG00000024912,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,FOSL1_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08821_2.00,12,9.353,11.762,7.296,0.78
Ddit3,Chop(bZIP)/MEF-Chop-ChIP-Seq(GSE35681)/Homer,T060463_2.00,F091_2.00,TS12_2.00,M09492_2.00,MS28_2.00,ENSMUSG00000025408,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,MEF-Chop_GSE35681,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09492_2.00,10,8.974,11.504,6.777,0.9
